"","ListingKey","Term","LoanOriginationDate","LoanOriginalAmount","MonthlyLoanPayment","ProsperScore","ProsperRisk","LoanOriginalAmount_bins"
"33304","00A63589016024320AA6071","36",2013-09-24,3000,93.54,11,"Score >= 9","0K-4.9K"
"33373","AF253594279282823C9899E","36",2013-11-05,10000,314.24,11,"Score >= 9","5K-9.9K"
"33415","37333596787951079F7AA8A","36",2013-12-12,15000,501.01,9,"Score >= 9","10K-14.9K"
"33433","9CFC35696259684197EFD56","60",2013-02-12,10000,264.05,2,"1 <= Score <= 2","5K-9.9K"
"33435","9D1E3578022582451592734","36",2013-05-20,10000,315.63,10,"Score >= 9","5K-9.9K"
"33449","B9F03589424069250284EB8","36",2013-09-24,10000,343.72,9,"Score >= 9","5K-9.9K"
"33548","BE243587226230196C8387C","36",2013-08-15,15000,482.18,9,"Score >= 9","10K-14.9K"
"33557","FE61357675281275758CFCE","60",2013-04-15,9500,250.85,2,"1 <= Score <= 2","5K-9.9K"
"33570","AFA935932532148473CE8F8","36",2013-11-08,7000,242.14,9,"Score >= 9","5K-9.9K"
"33650","C9FF35684194774626F5F95","36",2013-09-25,15000,456.67,10,"Score >= 9","10K-14.9K"
"33753","ABCE3591546267960AE5627","36",2013-10-10,2400,83.02,9,"Score >= 9","0K-4.9K"
"33795","87C83591676886331882026","60",2013-10-10,10000,269.69,2,"1 <= Score <= 2","5K-9.9K"
"33939","B8663583212847460B9A765","36",2013-06-26,10000,315.63,10,"Score >= 9","5K-9.9K"
"33959","01C63574846840050579C95","60",2013-04-16,8000,231.63,2,"1 <= Score <= 2","5K-9.9K"
"34061","D82135747049031496929A4","36",2013-04-12,15000,469.98,9,"Score >= 9","10K-14.9K"
"34091","80643572639562330F2E722","36",2013-03-18,12500,384.02,10,"Score >= 9","10K-14.9K"
"34120","97CB3577920999130A5DFD0","60",2013-05-09,4000,121.47,2,"1 <= Score <= 2","0K-4.9K"
"34202","91DE35825569319782E287C","60",2013-07-16,2000,65.89,2,"1 <= Score <= 2","0K-4.9K"
"34206","7680358746468042507531C","60",2013-08-26,15000,440.8,2,"1 <= Score <= 2","10K-14.9K"
"34223","B20135914169494192576E6","36",2013-10-08,8000,280.66,10,"Score >= 9","5K-9.9K"
"34253","ED61359557677218720932C","36",2013-12-23,15000,501.01,10,"Score >= 9","10K-14.9K"
"34290","C9793596016314268732864","36",2013-12-17,10100,337.35,9,"Score >= 9","10K-14.9K"
"34317","408835812301175156F955F","60",2013-06-19,4000,131.78,2,"1 <= Score <= 2","0K-4.9K"
"34345","31CD358345156791294471B","36",2013-08-23,10000,377.98,10,"Score >= 9","5K-9.9K"
"34432","D7413594789124178A1EDC5","36",2013-11-22,11000,337.59,11,"Score >= 9","10K-14.9K"
"34436","D95835933930307208F52C4","36",2013-11-15,15000,515.58,9,"Score >= 9","10K-14.9K"
"34442","021435923373673700E5AAE","36",2013-11-07,15000,491.01,9,"Score >= 9","10K-14.9K"
"34449","032F3569355080565EEE686","60",2013-02-13,4000,127.36,2,"1 <= Score <= 2","0K-4.9K"
"34475","B54E3598705206056FFB929","36",2013-12-27,15000,483.3,10,"Score >= 9","10K-14.9K"
"34482","B8EA35942940940369B5736","36",2013-11-26,10000,343.72,9,"Score >= 9","5K-9.9K"
"34553","CA8835869997665161898E3","36",2013-08-22,11500,355.03,10,"Score >= 9","10K-14.9K"
"34555","927D35964948925132044C2","36",2013-12-19,5000,155.97,9,"Score >= 9","0K-4.9K"
"34617","02CD357416441375018EDE3","36",2013-05-21,12000,378.75,10,"Score >= 9","10K-14.9K"
"34619","02DD35939843605768C13D4","36",2013-11-13,4000,122.76,11,"Score >= 9","0K-4.9K"
"34753","3E053596753327231345CCB","36",2013-12-24,15000,470.67,9,"Score >= 9","10K-14.9K"
"34804","02883574135289072F68681","60",2013-03-22,3000,95.52,2,"1 <= Score <= 2","0K-4.9K"
"34850","3E6A35866326526779E824C","60",2013-08-07,4000,121.47,2,"1 <= Score <= 2","0K-4.9K"
"34970","8D603568258465589343A09","60",2013-01-28,3000,97.61,2,"1 <= Score <= 2","0K-4.9K"
"35048","3EB1359296070267443FDC6","36",2013-11-13,5500,181.6,9,"Score >= 9","5K-9.9K"
"35051","3EC93596865461953032F42","36",2013-12-06,3500,108.33,9,"Score >= 9","0K-4.9K"
"35055","3ED4357605732850368A852","36",2013-04-30,15000,482.18,10,"Score >= 9","10K-14.9K"
"35125","D1D13573992637954E68697","36",2013-04-01,3500,112.51,9,"Score >= 9","0K-4.9K"
"35162","47E735861004070250B8498","36",2013-08-20,11500,355.03,10,"Score >= 9","10K-14.9K"
"35210","BBF3357278036210690ABB3","60",2013-03-19,4000,127.36,2,"1 <= Score <= 2","0K-4.9K"
"35251","4BFC357599642106409F312","60",2013-04-10,10000,289.54,2,"1 <= Score <= 2","5K-9.9K"
"35272","938C35834716179028D9031","60",2013-07-09,4000,127.36,2,"1 <= Score <= 2","0K-4.9K"
"35275","939A3574056746526604F72","36",2013-03-22,15000,473.44,10,"Score >= 9","10K-14.9K"
"35316","BC2A35755339486865902E6","36",2013-05-02,10000,321.45,9,"Score >= 9","5K-9.9K"
"35377","93B03592340403355F0EDE2","36",2013-10-24,5000,163.67,11,"Score >= 9","0K-4.9K"
"35388","778D35919242972923313E0","36",2013-11-13,2000,65.47,9,"Score >= 9","0K-4.9K"
"35411","9E523594819853768CB2A15","36",2013-12-05,10000,313.78,10,"Score >= 9","5K-9.9K"
"35427","BFCE3583210994731B05A4E","36",2013-07-16,10000,315.63,9,"Score >= 9","5K-9.9K"
"35446","1B593568750539723EA81F6","60",2013-01-30,6409,200.58,2,"1 <= Score <= 2","5K-9.9K"
"35489","94353581348294876217ACD","36",2013-06-11,10000,324.27,9,"Score >= 9","5K-9.9K"
"35497","B7A13592277971498FA86E3","36",2013-10-10,4000,135.72,9,"Score >= 9","0K-4.9K"
"35504","328D35840389403257E27B2","60",2013-07-23,4000,126.04,2,"1 <= Score <= 2","0K-4.9K"
"35631","03FC35941255107168FEB8D","36",2013-12-18,2500,80.55,10,"Score >= 9","0K-4.9K"
"35635","040D3568545065611173357","36",2013-01-23,6000,196.12,10,"Score >= 9","5K-9.9K"
"35643","C00A356708772264186FCBB","36",2013-01-10,15000,482.18,9,"Score >= 9","10K-14.9K"
"35672","54FF3595805114568F92F14","36",2013-12-17,15000,509.39,10,"Score >= 9","10K-14.9K"
"35695","83873589646806048CB2AE2","60",2013-10-01,10000,318.94,2,"1 <= Score <= 2","5K-9.9K"
"35801","03F83581380276707778961","60",2013-06-27,12500,384.39,2,"1 <= Score <= 2","10K-14.9K"
"35811","83E03571246144925BC7C41","60",2013-03-05,11728,299.03,2,"1 <= Score <= 2","10K-14.9K"
"35836","67B035794871148010874CA","60",2013-06-07,4000,130.2,2,"1 <= Score <= 2","0K-4.9K"
"35860","889E35868027236106E7181","36",2013-08-14,15000,473.44,9,"Score >= 9","10K-14.9K"
"36036","324E3570544557979106C94","36",2013-02-26,10000,368.54,9,"Score >= 9","5K-9.9K"
"36162","03E73577073076311FDAA38","60",2013-05-20,4000,131.78,2,"1 <= Score <= 2","0K-4.9K"
"36249","3F8635784046643980A4169","60",2013-05-29,10000,303.68,2,"1 <= Score <= 2","5K-9.9K"
"36352","39D63589792104769BE3112","60",2013-09-27,4000,127.58,2,"1 <= Score <= 2","0K-4.9K"
"36361","3FA53593567723381F61087","36",2013-11-12,3000,92.07,11,"Score >= 9","0K-4.9K"
"36415","4C0335948021196006A71D4","36",2013-11-18,15000,480.42,11,"Score >= 9","10K-14.9K"
"36432","8A8D3574847075646E97279","36",2013-03-21,6000,185.24,10,"Score >= 9","5K-9.9K"
"36500","7A6D3591590784588840C7F","36",2013-12-23,15000,486.76,10,"Score >= 9","10K-14.9K"
"36516","52F035877906837999722A4","60",2013-09-11,4000,121.47,2,"1 <= Score <= 2","0K-4.9K"
"36537","B991359318880691956B684","36",2013-11-06,12000,377.09,9,"Score >= 9","10K-14.9K"
"36563","390B3591503066431B2CF79","36",2013-10-24,3000,98.2,10,"Score >= 9","0K-4.9K"
"36619","53253592475721120572F6C","36",2013-10-18,7000,234.14,9,"Score >= 9","5K-9.9K"
"36738","4EA135970786990088CABBA","36",2013-12-27,4065,133.06,11,"Score >= 9","0K-4.9K"
"36794","995135922343407845B89DC","36",2013-11-04,15000,480.42,10,"Score >= 9","10K-14.9K"
"36802","B2C03596606457416309BA2","36",2013-12-03,12000,365.34,11,"Score >= 9","10K-14.9K"
"36803","B2C13594728502761AE5C5B","36",2013-11-19,15000,471.36,11,"Score >= 9","10K-14.9K"
"36822","EF713578379483806BE7EAD","60",2013-05-15,4000,128.65,2,"1 <= Score <= 2","0K-4.9K"
"36830","7C403585491804504E4B2EC","36",2013-07-30,9000,289.31,9,"Score >= 9","5K-9.9K"
"36851","B7CE3579861015278B99C93","36",2013-05-29,15000,505.34,9,"Score >= 9","10K-14.9K"
"36898","FD27359504750223776B873","36",2013-11-22,10000,314.24,11,"Score >= 9","5K-9.9K"
"36942","115F3593849679824E48B9C","36",2013-11-14,9000,277.85,10,"Score >= 9","5K-9.9K"
"36951","39BD357866013145909F7B9","36",2013-05-29,3000,98.06,9,"Score >= 9","0K-4.9K"
"36988","3A363588406158047103706","60",2013-08-27,15000,434.31,2,"1 <= Score <= 2","10K-14.9K"
"36991","3A3F35816849220918E0895","36",2013-06-26,4200,135.01,9,"Score >= 9","0K-4.9K"
"37030","10963573587376427F6B5A1","60",2013-03-19,3500,113.93,2,"1 <= Score <= 2","0K-4.9K"
"37090","3A6935769217696087CB1C8","36",2013-05-09,15000,460.83,10,"Score >= 9","10K-14.9K"
"37185","D96D3596593722278F33A79","36",2013-12-13,4100,125.27,11,"Score >= 9","0K-4.9K"
"37207","6E6A35880754565489CF909","60",2013-08-27,4000,124.76,2,"1 <= Score <= 2","0K-4.9K"
"37209","6E6F3570078653444C7DD95","36",2013-01-28,5000,160.73,9,"Score >= 9","0K-4.9K"
"37228","48D63591810029501207034","36",2013-10-29,4000,130.94,10,"Score >= 9","0K-4.9K"
"37233","0F663593526719681D86F42","36",2013-11-05,15000,456.67,11,"Score >= 9","10K-14.9K"
"37326","113435902787514397F1BA4","36",2013-10-09,7500,243.77,10,"Score >= 9","5K-9.9K"
"37363","4FB33595989403543F52421","36",2013-12-09,15000,456.67,11,"Score >= 9","10K-14.9K"
"37386","C37A35964331699291F7BBC","36",2013-11-29,8000,261.87,9,"Score >= 9","5K-9.9K"
"37434","B8F43592915308355437A77","36",2013-11-05,10000,336.89,10,"Score >= 9","5K-9.9K"
"37475","11F23589139704517819E48","36",2013-09-26,10000,352.56,9,"Score >= 9","5K-9.9K"
"37539","CF2D3593961729128FB87AD","36",2013-11-15,6500,209.43,9,"Score >= 9","5K-9.9K"
"37553","50743581324935688A4028C","36",2013-06-19,15000,490.3,9,"Score >= 9","10K-14.9K"
"37613","3AC23573062003465C58441","60",2013-03-22,4000,127.36,2,"1 <= Score <= 2","0K-4.9K"
"37648","521A35954838656604E200B","36",2013-12-02,10000,314.24,11,"Score >= 9","5K-9.9K"
"37740","C3CB3594845465787694357","36",2013-11-20,2600,85.11,11,"Score >= 9","0K-4.9K"
"37824","DB3335983055299395E2F3B","36",2013-12-18,3000,96.66,10,"Score >= 9","0K-4.9K"
"37840","C3F43585521661585417D6F","36",2013-07-31,5000,157.81,9,"Score >= 9","0K-4.9K"
"37850","916D35844952804680182EB","60",2013-09-06,2000,65.1,2,"1 <= Score <= 2","0K-4.9K"
"37857","918C3589209577185E34C98","36",2013-09-20,15000,512.59,10,"Score >= 9","10K-14.9K"
"37888","114F3582987411447603041","36",2013-07-23,15000,473.44,9,"Score >= 9","10K-14.9K"
"37909","8F993579689318951FE7033","36",2013-06-10,15000,473.44,9,"Score >= 9","10K-14.9K"
"37923","F021357657817837743C4B3","36",2013-05-17,15000,467.21,9,"Score >= 9","10K-14.9K"
"38026","CEB8359165359600733C9F2","36",2013-10-09,2500,84.83,11,"Score >= 9","0K-4.9K"
"38092","7D593568067579941CF1AFC","36",2013-01-23,8500,275.63,9,"Score >= 9","5K-9.9K"
"38136","DB733576170118552D62A7E","36",2013-04-10,4000,172.76,9,"Score >= 9","0K-4.9K"
"38141","34DF3596035141461556B31","36",2013-12-11,10000,334.01,9,"Score >= 9","5K-9.9K"
"38149","102435943843575319DA22C","36",2013-11-27,5000,172.47,9,"Score >= 9","0K-4.9K"
"38174","C04C3597724202773CB0D20","36",2013-12-27,10000,322.2,9,"Score >= 9","5K-9.9K"
"38192","6C6335914727370745AE8D0","36",2013-10-18,3000,94.27,11,"Score >= 9","0K-4.9K"
"38212","9B5F3582449650117887113","36",2013-07-08,15000,467.21,10,"Score >= 9","10K-14.9K"
"38250","34F83595778235017809FA7","36",2013-12-26,4000,130.01,11,"Score >= 9","0K-4.9K"
"38393","577B3577700443989FE9FDC","60",2013-05-08,4000,128.65,2,"1 <= Score <= 2","0K-4.9K"
"38406","130035726020950236EE153","60",2013-04-04,4000,127.36,2,"1 <= Score <= 2","0K-4.9K"
"38510","47B935859496044866C87A4","36",2013-08-12,10000,311.48,10,"Score >= 9","5K-9.9K"
"38534","61BE3590250443634433A0D","36",2013-09-30,12000,390.03,11,"Score >= 9","10K-14.9K"
"38595","113735898732911361558E6","36",2013-09-13,15000,508.96,9,"Score >= 9","10K-14.9K"
"38613","729335758386633840CAC36","36",2013-06-18,15000,460.83,10,"Score >= 9","10K-14.9K"
"38668","3B273596803725442B50D88","36",2013-12-10,2000,61.11,11,"Score >= 9","0K-4.9K"
"38677","FFB4358142991701921D038","36",2013-06-28,6500,205.16,9,"Score >= 9","5K-9.9K"
"38744","691A3577922309214AE0474","36",2013-05-16,7500,243.2,9,"Score >= 9","5K-9.9K"
"38786","12F735966915431795C37A7","36",2013-12-20,10000,322.2,9,"Score >= 9","5K-9.9K"
"38806","C17535874571157867FA321","36",2013-09-10,4000,154.26,9,"Score >= 9","0K-4.9K"
"38868","D520357831567622171F0D5","36",2013-06-07,15000,490.3,9,"Score >= 9","10K-14.9K"
"38878","3A813581070716640DBCE83","36",2013-08-26,5000,188.35,10,"Score >= 9","0K-4.9K"
"38953","9A73359483609367452C422","36",2013-11-20,2000,60.89,11,"Score >= 9","0K-4.9K"
"38993","39CB3598791654058C6DC7C","36",2013-12-30,10000,355.78,9,"Score >= 9","5K-9.9K"
"39001","B4313589851380649741332","36",2013-10-02,10000,306.9,9,"Score >= 9","5K-9.9K"
"39010","437B359103834397728E40C","36",2013-10-18,10000,314.24,9,"Score >= 9","5K-9.9K"
"39143","9AE435804131089699CBFA0","60",2013-06-07,4000,128.65,2,"1 <= Score <= 2","0K-4.9K"
"39170","D1983577516159710D57256","36",2013-05-01,10000,307.22,10,"Score >= 9","5K-9.9K"
"39309","12F13598132646809118B86","60",2013-12-17,10000,296.69,2,"1 <= Score <= 2","5K-9.9K"
"39314","13293597325053504E587C5","36",2013-12-16,5000,152.22,11,"Score >= 9","0K-4.9K"
"39390","3A9E3592859050621D97210","36",2013-10-23,4000,130.94,10,"Score >= 9","0K-4.9K"
"39432","A1253577780512670395408","36",2013-05-10,10000,308.73,10,"Score >= 9","5K-9.9K"
"39469","B62C358285609593425754C","36",2013-08-13,4000,130.75,9,"Score >= 9","0K-4.9K"
"39538","3CDE3580364877058ED1B8C","36",2013-06-07,10000,321.45,10,"Score >= 9","5K-9.9K"
"39562","12473587970374088C0E93F","60",2013-09-04,4000,131.78,2,"1 <= Score <= 2","0K-4.9K"
"39581","3B0C3590924363637A359EB","36",2013-10-07,15000,483.3,10,"Score >= 9","10K-14.9K"
"39584","3B173581000221365DD5BB2","60",2013-06-21,4000,130.2,2,"1 <= Score <= 2","0K-4.9K"
"39603","8C5835888639230013B739C","36",2013-09-12,15000,512.59,10,"Score >= 9","10K-14.9K"
"39653","7E893572522870930DED6F6","36",2013-03-01,6000,194.56,9,"Score >= 9","5K-9.9K"
"39776","B6943594891060254165F3B","36",2013-12-05,6002,185.76,11,"Score >= 9","5K-9.9K"
"39821","4C3A3584835245398060C72","36",2013-08-01,10000,307.22,10,"Score >= 9","5K-9.9K"
"39833","B70F358558238243988987E","36",2013-08-08,5000,162.14,9,"Score >= 9","0K-4.9K"
"39883","3BB63586599243025709CE9","36",2013-08-07,10500,337.53,9,"Score >= 9","10K-14.9K"
"39887","F5933599070433302C692F8","36",2013-12-31,15000,460.35,10,"Score >= 9","10K-14.9K"
"39903","EE6B35935007249529F4817","36",2013-10-25,15000,491.01,11,"Score >= 9","10K-14.9K"
"39906","EE7B3595055863007B6C1C7","36",2013-12-05,3600,121.54,9,"Score >= 9","0K-4.9K"
"39921","B49D35868361117958B907F","60",2013-08-13,10000,303.68,2,"1 <= Score <= 2","5K-9.9K"
"39984","3BC63594783099578BA4944","36",2013-12-03,12000,389.41,9,"Score >= 9","10K-14.9K"
"40023","6D673590006239088B722BF","36",2013-09-25,14000,464.93,10,"Score >= 9","10K-14.9K"
"40035","12B63592775133000A0B737","36",2013-10-24,4000,126.62,9,"Score >= 9","0K-4.9K"
"40045","3E153596886184104CD1514","36",2013-12-18,5000,162.25,9,"Score >= 9","0K-4.9K"
"40085","36ED3596283701898533DDA","36",2013-12-16,11500,384.11,9,"Score >= 9","10K-14.9K"
"40107","EEF3358417880496364BD1D","60",2013-08-01,4000,121.47,2,"1 <= Score <= 2","0K-4.9K"
"40111","EF04359156098964290C8DC","36",2013-10-22,15000,467.7,10,"Score >= 9","10K-14.9K"
"40152","464C357351361929653B7FC","60",2013-03-28,4000,127.36,2,"1 <= Score <= 2","0K-4.9K"
"40182","36FD35930825301625D95D9","36",2013-11-27,12000,365.34,11,"Score >= 9","10K-14.9K"
"40195","8F243568336546325D8629C","36",2013-02-04,8000,250.29,10,"Score >= 9","5K-9.9K"
"40258","7A6C359046814673351E5F4","36",2013-10-23,8500,262.42,10,"Score >= 9","5K-9.9K"
"40269","146035740188505786D2BE5","60",2013-04-08,4000,127.36,2,"1 <= Score <= 2","0K-4.9K"
"40284","939E3593223468672ACF708","60",2013-11-14,10000,269.69,2,"1 <= Score <= 2","5K-9.9K"
"40286","D24B35774339886969F405F","36",2013-05-21,3500,106.54,10,"Score >= 9","0K-4.9K"
"40324","4D1A35948311083780847C8","36",2013-12-03,5500,180.04,9,"Score >= 9","5K-9.9K"
"40332","D1343578050605700892970","36",2013-05-08,4000,126.25,9,"Score >= 9","0K-4.9K"
"40369","AC253578724220418D1B68B","60",2013-05-22,11500,323.13,2,"1 <= Score <= 2","10K-14.9K"
"40378","D25A3588001180109281BA6","36",2013-09-23,7500,247.64,10,"Score >= 9","5K-9.9K"
"40389","40AF35917041053274364C7","36",2013-11-07,15000,474.83,11,"Score >= 9","10K-14.9K"
"40465","913B3568516623410C9E477","36",2013-01-29,15000,490.3,9,"Score >= 9","10K-14.9K"
"40476","DDAF3597613177542A7D101","36",2013-12-11,5000,159.7,9,"Score >= 9","0K-4.9K"
"40478","F9A93570526175292C83915","60",2013-02-19,4000,127.36,2,"1 <= Score <= 2","0K-4.9K"
"40536","84183577275729663DFFFDF","36",2013-05-13,9000,299.06,10,"Score >= 9","5K-9.9K"
"40595","149B35832716344717F7B92","60",2013-07-10,4000,130.2,2,"1 <= Score <= 2","0K-4.9K"
"40748","4E06358618749861674F0BD","60",2013-08-12,3000,95.52,2,"1 <= Score <= 2","0K-4.9K"
"40791","6F0735966062708144366CF","36",2013-12-20,10000,329.24,10,"Score >= 9","5K-9.9K"
"40821","D3E3358791556321493A704","36",2013-09-12,10000,320.28,10,"Score >= 9","5K-9.9K"
"40827","976035943886805700C43A1","36",2013-11-13,15000,467.7,10,"Score >= 9","10K-14.9K"
"40875","5F3E35732163033345D8C76","60",2013-04-15,4000,128.65,2,"1 <= Score <= 2","0K-4.9K"
"41084","6FB0358509612350255E6D8","36",2013-08-05,8000,246.98,10,"Score >= 9","5K-9.9K"
"41189","67BF3589472653789BF5802","36",2013-09-20,3500,118.76,9,"Score >= 9","0K-4.9K"
"41207","146F35863271018809F28BD","60",2013-08-13,4000,131.78,2,"1 <= Score <= 2","0K-4.9K"
"41417","DD31358343801307595B462","60",2013-07-31,4000,117.55,2,"1 <= Score <= 2","0K-4.9K"
"41467","B820358084775117963E0DE","60",2013-06-18,4000,130.2,2,"1 <= Score <= 2","0K-4.9K"
"41478","F26F3577226164088C6E6DC","36",2013-05-03,9000,291.84,9,"Score >= 9","5K-9.9K"
"41509","32B73591810652424AE6DE3","36",2013-10-17,15000,491.01,10,"Score >= 9","10K-14.9K"
"41600","168C3594296017118FAA78F","36",2013-12-05,15000,467.9,10,"Score >= 9","10K-14.9K"
"41637","451F35801763785088DAB7C","60",2013-06-19,4000,130.2,2,"1 <= Score <= 2","0K-4.9K"
"41672","F2E33591478800432ACBFB3","36",2013-10-24,10000,327.34,11,"Score >= 9","5K-9.9K"
"41694","15D33593988618497D9CC76","36",2013-11-18,8500,273.87,9,"Score >= 9","5K-9.9K"
"41753","93063595071287983B569CF","36",2013-12-11,9000,292.06,9,"Score >= 9","5K-9.9K"
"41802","DD9A359698287008826990B","36",2013-12-13,7000,233.81,9,"Score >= 9","5K-9.9K"
"41850","940C3594359128292C8ADFC","36",2013-11-14,8500,276.27,10,"Score >= 9","5K-9.9K"
"41851","940F3577347582551DF268B","60",2013-05-20,4000,128.65,2,"1 <= Score <= 2","0K-4.9K"
"41864","BE9235926418106445C82C5","36",2013-10-30,9000,276.21,10,"Score >= 9","5K-9.9K"
"41958","50913592629706314A4FD74","36",2013-12-20,10000,304.45,11,"Score >= 9","5K-9.9K"
"42007","393C35708631787890EA4F8","36",2013-02-14,6200,191.41,10,"Score >= 9","5K-9.9K"
"42014","46043577104429964D9184C","60",2013-05-08,4000,115.82,2,"1 <= Score <= 2","0K-4.9K"
"42015","46053582297486023FEA738","36",2013-06-21,15000,524.32,9,"Score >= 9","10K-14.9K"
"42035","1271359396767430565EE16","36",2013-11-13,3000,101.07,9,"Score >= 9","0K-4.9K"
"42043","012B3568857395414DF9E1C","60",2013-01-24,4000,128.48,2,"1 <= Score <= 2","0K-4.9K"
"42090","9FFF35938878546576B05AC","36",2013-11-21,15000,460.35,11,"Score >= 9","10K-14.9K"
"42164","CD6D3570841061821ADA7A0","60",2013-03-21,4000,126.04,2,"1 <= Score <= 2","0K-4.9K"
"42239","D3223578506182374DC4C46","60",2013-05-29,4000,130.2,2,"1 <= Score <= 2","0K-4.9K"
"42328","43D23584963354605DF5E31","36",2013-08-14,6000,196.12,9,"Score >= 9","5K-9.9K"
"42368","BFEB3571192440097C8B6DF","60",2013-02-14,4000,130.2,2,"1 <= Score <= 2","0K-4.9K"
"42427","E4F735925842472284F220B","36",2013-10-21,15000,483.3,11,"Score >= 9","10K-14.9K"
"42477","B8AB3575770977806D45D8A","36",2013-04-09,10000,313.32,10,"Score >= 9","5K-9.9K"
"42495","981E3576199089600A075EC","36",2013-04-30,15000,460.83,9,"Score >= 9","10K-14.9K"
"42524","45353585602076935A91851","60",2013-08-01,4000,121.47,2,"1 <= Score <= 2","0K-4.9K"
"42525","8AA135934861346747D2632","36",2013-11-26,12000,365.34,11,"Score >= 9","10K-14.9K"
"42555","01213593230041522038B81","36",2013-11-13,6000,200.69,10,"Score >= 9","5K-9.9K"
"42564","00D43566158232620D3837B","36",2013-01-02,2600,82.24,10,"Score >= 9","0K-4.9K"
"42586","C02B35743634456797605D2","60",2013-03-25,4000,126.04,2,"1 <= Score <= 2","0K-4.9K"
"42660","012435923280019653417F8","60",2013-10-28,7000,200.52,2,"1 <= Score <= 2","5K-9.9K"
"42674","B91535833098699063FB619","36",2013-07-29,12000,395.88,9,"Score >= 9","10K-14.9K"
"42717","34C03584293589316D1BE9B","36",2013-08-07,15000,473.44,9,"Score >= 9","10K-14.9K"
"42753","0155357925175770990DAB5","36",2013-05-15,5700,177.54,10,"Score >= 9","5K-9.9K"
"42759","011B3584991756036A2BBE6","60",2013-08-05,4000,127.36,2,"1 <= Score <= 2","0K-4.9K"
"42800","D5C6359393204333773DB65","36",2013-11-06,3500,112.77,9,"Score >= 9","0K-4.9K"
"42905","34DC358875389947160E98D","36",2013-09-11,7500,241.65,9,"Score >= 9","5K-9.9K"
"42927","93BE359516232305360DFA7","36",2013-12-06,10000,306.9,9,"Score >= 9","5K-9.9K"
"42938","9A8B35943572613745CDBB4","36",2013-12-06,5000,165.81,10,"Score >= 9","0K-4.9K"
"42945","3261359794113497297AB87","36",2013-12-18,15000,479.09,11,"Score >= 9","10K-14.9K"
"42949","327435717746152034D9DC4","36",2013-03-04,11450,368.06,9,"Score >= 9","10K-14.9K"
"42950","32763568940812448E87AB5","36",2013-01-28,7500,276.4,9,"Score >= 9","5K-9.9K"
"42959","57763577633550773407E9F","36",2013-05-09,3000,96.44,10,"Score >= 9","0K-4.9K"
"43009","44B635754048491321E9E11","60",2013-05-13,4000,128.65,2,"1 <= Score <= 2","0K-4.9K"
"43087","7F2D3592167807576A4929E","36",2013-10-23,10000,327.34,9,"Score >= 9","5K-9.9K"
"43105","3C6D358581951896674EBFA","36",2013-07-30,2000,61.75,10,"Score >= 9","0K-4.9K"
"43128","6FFA35942631900101C7652","36",2013-11-29,15000,479.09,11,"Score >= 9","10K-14.9K"
"43132","700C35870180204056692C2","36",2013-09-12,15000,463.09,10,"Score >= 9","10K-14.9K"
"43168","DA61358483281746418BC0E","60",2013-07-26,4000,128.65,2,"1 <= Score <= 2","0K-4.9K"
"43241","57D835684744522041AF6B1","60",2013-02-01,4000,128.48,2,"1 <= Score <= 2","0K-4.9K"
"43334","32BA3587231465184B569E2","36",2013-09-06,15000,463.09,10,"Score >= 9","10K-14.9K"
"43362","D6A835697632250468CE786","36",2013-03-11,15000,482.18,9,"Score >= 9","10K-14.9K"
"43364","D6B835932883590075505B4","36",2013-10-30,4000,121.78,11,"Score >= 9","0K-4.9K"
"43380","153A35979134356199A9CD8","36",2013-12-17,13000,431.1,11,"Score >= 9","10K-14.9K"
"43414","5E4D3596872754457FA0F20","36",2013-12-16,5000,162.25,10,"Score >= 9","0K-4.9K"
"43468","C417358541371733175F46B","36",2013-07-31,2500,81.72,10,"Score >= 9","0K-4.9K"
"43490","35DF359309973896011FC1C","36",2013-11-14,4000,121.78,11,"Score >= 9","0K-4.9K"
"43510","68123578409599491153F9B","36",2013-05-09,10000,313.32,9,"Score >= 9","5K-9.9K"
"43555","EA23357636257010327138C","60",2013-04-24,4000,130.2,2,"1 <= Score <= 2","0K-4.9K"
"43624","964D3586700646911DD1A38","36",2013-08-27,9000,281.99,9,"Score >= 9","5K-9.9K"
"43665","DC30357142489377406A680","60",2013-02-13,4000,124.76,2,"1 <= Score <= 2","0K-4.9K"
"43795","4F0A3568889352925C7B084","36",2013-02-07,4064,131.78,9,"Score >= 9","0K-4.9K"
"43835","84AC3578661120815AA0988","36",2013-05-29,8000,246.98,10,"Score >= 9","5K-9.9K"
"43880","3075358603541480258419C","36",2013-08-26,10000,315.63,10,"Score >= 9","5K-9.9K"
"43904","342535917237514747E0D9F","36",2013-10-17,8500,273.87,10,"Score >= 9","5K-9.9K"
"43940","DD22358532018505234B14F","36",2013-08-01,12000,375.98,9,"Score >= 9","10K-14.9K"
"43996","7CD435911914252287D4690","36",2013-10-08,11200,340.98,11,"Score >= 9","10K-14.9K"
"44006","59CF359154167912401E410","36",2013-10-08,12000,374.16,10,"Score >= 9","10K-14.9K"
"44010","531E35679000352900C903E","36",2013-01-18,4500,148.46,10,"Score >= 9","0K-4.9K"
"44011","532335680057047844671AA","36",2013-01-28,10000,315.17,10,"Score >= 9","5K-9.9K"
"44199","8AD33571177961165B92078","36",2013-02-12,3000,92.62,10,"Score >= 9","0K-4.9K"
